#
#  spne487213cyc 17.0 Reactions link table generated on Wed Sep 25, 2013
#
URPHOS-RXN	EC-2.4.2.2	EC-2.4.2.3
D-PPENTOMUT-RXN	EC-5.4.2.7
FORMATETHFLIG-RXN	EC-6.3.4.3
RIBOPHOSPHAT-RXN	
3.6.3.44-RXN	EC-3.6.3.44
DNA-DIRECTED-RNA-POLYMERASE-RXN	EC-2.7.7.6
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	EC-1.1.1.2
RXN0-3182	EC-3.4.21
PREPHENATEDEHYDROG-RXN	EC-1.3.1.12
AIRCARBOXY-RXN	EC-4.1.1.21
RXN0-5391	
RXN0-5189	EC-3.2.2.20
PYRIMIDINE-NUCLEOSIDE-PHOSPHORYLASE-RXN	EC-2.4.2.2
FADSYN-RXN	EC-2.7.7.2
PPENTOMUT-RXN	EC-5.4.2.7
URIDINE-NUCLEOSIDASE-RXN	EC-3.2.2.3
LXULRU5P-RXN	EC-5.1.3.22
RXN0-5103	EC-3.4.21
CHORISMATE-SYNTHASE-RXN	EC-4.2.3.5
P-PANTOCYSLIG-RXN	EC-6.3.2.5
ACETYL-COA-CARBOXYLTRANSFER-RXN	EC-6.4.1.2
DEOXYRIBOSE-P-ALD-RXN	EC-4.1.2.4
CYTIKIN-RXN	EC-2.7.1
6.1.1.13-RXN	EC-6.1.1.13
RXN-14029	EC-2.4.2.1
RIBOFLAVINSYNDEAM-RXN	EC-3.5.4.26
RXN0-5214	EC-3.1.1
RXN0-366	EC-3.2.2.1
AMYLOMALT-RXN	EC-2.4.1.25
P-PANTOCYSDECARB-RXN	EC-4.1.1.36
3-DEHYDROQUINATE-SYNTHASE-RXN	EC-4.2.3.4
3.4.17.8-RXN	EC-3.4.17.8
DADPKIN-RXN	EC-2.7.4.6
3.2.1.74-RXN	EC-3.2.1.74
CYTIDEAM2-RXN	EC-3.5.4.5
GLYRIBONUCSYN-RXN	EC-6.3.4.13
RXN-9023	EC-2.4.1.25
RXN0-5199	EC-2.4.2.15	EC-2.4.2.1
RXN-10639	
SHIKIMATE-5-DEHYDROGENASE-RXN	EC-1.1.1.25
RIBOFLAVIN-SYN-RXN	EC-2.5.1.9
PGPPHOSPHA-RXN	EC-3.1.3.27
3.6.3.17-RXN	EC-3.6.3.17
GLU6PDEHYDROG-RXN	EC-1.1.1.49
RXN-11302	EC-3.4.16.4
RHAMNULOKIN-RXN	EC-2.7.1.5
BETA-PHOSPHOGLUCOMUTASE-RXN	EC-5.4.2.6
GTP-CYCLOHYDRO-II-RXN	EC-3.5.4.25
3-DEHYDROQUINATE-DEHYDRATASE-RXN	EC-4.2.1.10
AICARTRANSFORM-RXN	EC-2.1.2.3
GDPKIN-RXN	EC-2.7.4.6
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	EC-2.6.1.42
3.1.26.3-RXN	EC-3.1.26.3
AMACETOXID-RXN	EC-1.4.3.21
GALACTURIDYLYLTRANS-RXN	EC-2.7.7.12
RXN-12391	EC-2.4.1.25
DEOXYADENPHOSPHOR-RXN	EC-2.4.2.1
THREOSPON-RXN	
IMPCYCLOHYDROLASE-RXN	EC-3.5.4.10
3.4.24.57-RXN	EC-3.4.24.57
RXN-11351	EC-3.4.16.4
THREODEHYD-RXN	EC-1.1.1.103
RXN-1823	EC-3.2.1.1
PNP-RXN	EC-2.4.2.1
GMP-REDUCT-RXN	EC-1.7.1.7
GPPSYN-RXN	EC-2.5.1.1
FUCISOM-RXN	EC-5.3.1.25
RXN-11837	EC-5.4.99.23
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	EC-2.6.1.42
GART-RXN	EC-2.1.2.2
3.2.1.1-RXN	EC-3.2.1.1
RXN0-6485	EC-3.1.26.12
RXN-11065	EC-3.4.16.4
RXN-1828	EC-2.4.1.25
RXN0-5144	EC-2.1.1.61
CDPKIN-RXN	EC-2.7.4.6
ASPARAGHYD-RXN	EC-3.5.1.1
DEOXYGUANPHOSPHOR-RXN	EC-2.4.2.1
RXN0-6481	EC-2.7.7.56
2.7.1.148-RXN	EC-2.7.1.148
3.4.17.14-RXN	EC-3.4.17.14
RXN0-6483	EC-3.1.13.5
3.1.21.7-RXN	EC-3.1.21.7
RXN-12195	EC-3.6.1.15
ARGSUCCINSYN-RXN	EC-6.3.4.5
RXN-7800	
ISPH2-RXN	EC-1.17.1.2
RXN0-6484	EC-3.1.13.5
METHANOL-DEHYDROGENASE-RXN	EC-1.1.1.244
RXN-11301	EC-2.4.1
RXN0-6482	EC-2.7.7.56
DIAMINOPIMDECARB-RXN	EC-4.1.1.20
AIRS-RXN	EC-6.3.3.1
RXN-12193	EC-2.4.1.25
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-2.6.1.42
RXN-11031	
RXN0-4222	EC-3.1.13.1
ACYLPHOSPHATASE-RXN	EC-3.6.1.7
RXN0-2382	EC-4.2.1.122
RXN-6182	EC-5.3.1.9
TRANSALDOL-RXN	EC-2.2.1.2
RXNMETA-12672	EC-1.17.1.7
RXN0-6479	EC-3.1.13.1
3.4.21.53-RXN	EC-3.4.21.53
RXN0-2381	EC-4.1.2.8
RXN-11030	
RXN-1825	EC-3.2.1.1
3.2.1.56-RXN	EC-3.2.1.56
DTMPKI-RXN	EC-2.7.4.9
MANNPISOM-RXN	EC-5.3.1.8
RXN0-6478	EC-3.1.26.12
CARBOXY-CISCIS-MUCONATE-CYCLASE-RXN	EC-5.5.1.5
PRPPAMIDOTRANS-RXN	EC-2.4.2.14
RXNMETA-12671	EC-3.7.1.16
RXN-8753	
TRYPSYN-RXN	EC-4.2.1.20
RXN-11501	EC-3.2.1.22
DNA-DIRECTED-DNA-POLYMERASE-RXN	EC-2.7.7.7
RXN-11028	EC-2.7.8
RXN0-5100	EC-5.99.1
RXN-13720	EC-5.3.1.9
RXN-8754	
TIGLYLCOA-HYDROXY-RXN	EC-4.2.1.17
RXN0-6510	EC-5.3.3.18
DIACYLGLYKIN-RXN	EC-2.7.1.107
PHOSMANMUT-RXN	EC-5.4.2.8
RXN-11277	EC-3.1.3.81
FGAMSYN-RXN	EC-6.3.5.3
RXN-8751	
RXN-12088	EC-3.2.1.22
ALPHA-AMYL-RXN	EC-3.2.1.1
RXN0-6512	EC-2.3.1
RXN0-308	EC-2.8.1.7
6-PHOSPHO-BETA-GLUCOSIDASE-RXN	EC-3.2.1.86
GLYCOPHOSPHORYL-RXN	EC-2.4.1.1
RXN-8752	
DEOXYGLUCONOKIN-RXN	EC-2.7.1.45
RXN0-2602	EC-3.2.2.23
RXN-11836	EC-5.4.99.22
RXN0-901	EC-1.17.1.4
RXN0-2042	EC-1.14.13.149
SAICARSYN-RXN	EC-6.3.2.6
3.2.1.33-RXN	EC-3.2.1.33
CATAL-RXN	EC-1.11.1.21	EC-1.11.1.6
RXN-12587	
RXN-10705	EC-4.2.1.17
1.2.1.2-RXN	EC-1.2.1.2
RXN-12459	EC-2.1.1.221
ALPHAGALACTOSID-RXN	EC-3.2.1.22
GLURS-RXN	EC-6.1.1.17
HYALURONATE-LYASE-RXN	EC-4.2.2.1
RXN0-2044	EC-1.1.1.35
3.2.2.23-RXN	EC-3.2.2.23
RXN0-5181	EC-3.2.1.1
RXN-12458	EC-2.1.1.228
RXN-13443	EC-1.1.1.100
4.3.1.4-RXN	EC-4.3.1.4
RXN0-5295	EC-3.2.1.86
RXN-1826	EC-2.4.1.1
RXN-3641	EC-2.3.1.174
SUCROSE-PHOSPHATASE-RXN	EC-3.1.3.24
RXN-7838	EC-4.2.1.17
THI-P-KIN-RXN	EC-2.7.4.16
GLUTATHIONE-SYN-RXN	EC-6.3.2.3
NICONUCADENYLYLTRAN-RXN	EC-2.7.7.18
DEPHOSPHOCOAKIN-RXN	EC-2.7.1.24
GLYCINE-FORMIMINOTRANSFERASE-RXN	EC-2.1.2.4
SUCROSE-PHOSPHORYLASE-RXN	EC-2.4.1.7
GLUTCYSLIG-RXN	EC-6.3.2.2
R63-RXN	EC-3.5.4.8
ALANINE--TRNA-LIGASE-RXN	EC-6.1.1.7
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	EC-4.1.3.4
OHMETPYRKIN-RXN	EC-2.7.1.49
RXN-12392	EC-2.4.1.1
RXN-11396	EC-3.6.1.55
RXN-11244	EC-4.2.1.17
PPPGPPHYDRO-RXN	EC-3.6.1.40
R13-RXN	EC-3.5.4.8
THRESYN-RXN	EC-4.2.3.1
DUTP-PYROP-RXN	EC-3.6.1.23
RXN0-5297	EC-3.2.1.86
GLCNACPTRANS-RXN	EC-2.7.8.33
RXN-10779	
PEPTIDYLPROLYL-ISOMERASE-RXN	EC-5.2.1.8
R62-RXN	
2.3.1.157-RXN	EC-2.3.1.157
RXN-2881	
GUANYL-KIN-RXN	EC-2.7.4.8
UDPNACETYLMURAMATEDEHYDROG-RXN	EC-1.1.1.158
RXN-12541	
R128-RXN	
RXN0-5052	EC-3.4.11
RXN0-7021	EC-1.1.1
2.7.7.39-RXN	EC-2.7.7.39
ADENYLOSUCCINATE-SYNTHASE-RXN	EC-6.3.4.4
RXN-8315	
RXN-9025	EC-2.4.1.1
RXN0-4022	EC-1.7.1.13
1PFRUCTPHOSN-RXN	EC-2.7.1.56
2.8.1.6-RXN	EC-2.8.1.6
R127-RXN	
RXN-12149	
RXN0-6994	EC-3.2.1.86
RXN0-6513	EC-4.2.1.17
RXN0-7020	EC-1.1.1
NAG1P-URIDYLTRANS-RXN	EC-2.7.7.23
GUANINE-DEAMINASE-RXN	EC-3.5.4.3
TEICHOICSYN4-RXN	EC-2.7.8.12
RXN1A0-6303	EC-1.3.1
RXN-12753	
ISOCHORMAT-RXN	EC-3.3.2.1
VALINE-PYRUVATE-AMINOTRANSFER-RXN	EC-2.6.1.66
RXNQT-4191	EC-3.1.3.2
GUANPRIBOSYLTRAN-RXN	EC-2.4.2.8
RXN-6081	
TRE6PHYDRO-RXN	EC-3.2.1.93
RXN-7643	EC-4.1.1.72
RXN-4821	EC-3.5.99
TEICHOICSYN8-RXN	EC-2.7.8
RXN0-313	EC-4.1.2
ACETOLACTATE-DECARBOXYLASE-RXN	EC-4.1.1.5
RXN0-5182	EC-2.4.1.1
RXN0-1441	EC-3.6.1.53	EC-3.6.1.13
RXN-10016	
DIHYDROFOLATESYNTH-RXN	EC-6.3.2.12
2.7.10.1-RXN	EC-2.7.10.1
RXN-10697	EC-4.2.1.17
PYRIMSYN3-RXN	EC-2.7.4.7
RXN-12540	
HYPOXANPRIBOSYLTRAN-RXN	EC-2.4.2.8
TEICHOICSYN5-RXN	EC-2.4.1.52
RXN0-1321	EC-2.4.2.29
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	EC-2.1.2.9
RXN-8037	
1.1.1.215-RXN	EC-1.1.1.215
GLUTRACE-RXN	EC-5.1.1.3
3.4.14.11-RXN	EC-3.4.14.11
GLYMALTOPHOSPHORYL-RXN	EC-2.4.1.1
PHENYLPYRUVATE-TAUTOMERASE-RXN	EC-5.3.2.1
RXN-12460	EC-3.1.1.29
TEICHOICSYN3-RXN	EC-2.7.8
YIAE1-RXN	EC-1.1.1
RXN-13677	EC-3.4.11.2
PYRIMSYN1-RXN	EC-4.1.99.17
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN	EC-5.1.3.15
PHOSPHORIBULOKINASE-RXN	EC-2.7.1.19
RXN0-1134	EC-1.2.4.1
2KETO-3METHYLVALERATE-RXN	EC-1.2.1
ISOCITDEH-RXN	EC-1.1.1.42
PYRUVDEH-RXN	EC-1.2.1
RXN0-1141	EC-2.7.7.63
1.2.1.25-RXN	EC-1.2.1.25
RXN-13158	EC-1.1.1.85
RXN-11322	EC-4.3.3.6
CARBPSYN-RXN	EC-6.3.5.5
RXN-12588	EC-2.8.1.7
RXN-9787	EC-2.8.1.7
DLACTDEHYDROGFAD-RXN	EC-1.1.5
R601-RXN	EC-1.3.5.4
RXN-11496	EC-1.2.5.1
RXN0-6491	EC-1.3.5.2
RXN0-5258	EC-1.1.5.3
RXNI07-11	
RXNI07-12	
RXNI07-18	
RXNI07-19	
RXNI07-20	
RXNI07-21	
RXNI07-22	
RXNI07-23	
RXNI07-24	
RXNI07-25	
RXNI07-26	
RXNI07-27	
RXNI07-28	
RXNI07-29	
RXNI07-30	
RXNI07-31	
RXNI07-32	
RXNI07-34	
RXNI07-35	
RXNI07-36	
RXNI07-38	
RXNI07-39	
RXNI07-40	
RXNI07-41	
RXNI07-44	
RXNI07-45	
RXNI07-46	
RXNI07-47	
RXNI07-53	
RXNI07-54	
RXNI07-9	
RXNI07-10	
RXNI07-13	
RXNI07-14	
RXNI07-1	
RXNI07-15	
RXNI07-2	
RXNI07-16	
RXNI07-3	
RXNI07-17	
RXNI07-4	
RXNI07-33	
RXNI07-37	
RXNI07-42	
RXNI07-43	
RXNI07-48	
RXNI07-49	
RXNI07-50	
RXNI07-51	
RXNI07-52	
RXNI07-55	
RXNI07-56	
RXNI07-57	
RXNI07-5	
RXNI07-6	
RXNI07-7	
RXNI07-8	
RXN-9536	EC-2.3.1.86	EC-2.3.1.85	EC-1.1.1.100
3.1.3.16-RXN	EC-3.1.3.16
RXN0-2142	EC-1.1.1.100
RXN-10659	EC-1.1.1.100
RXN0-748	EC-1.17.4
RXN-13008	EC-2.3.1.86	EC-2.3.1.85	EC-1.1.1.100
RXN1G-1050	EC-1.1.1.100
RXN1G-384	EC-1.1.1.100
RXN1G-72	EC-1.1.1.100
RXN1G-157	EC-1.1.1.100
RXN-9633	EC-2.3.1.86	EC-1.1.1.100
RXN-9524	EC-2.3.1.86	EC-2.3.1.85	EC-1.1.1.100
RXN1G-252	EC-1.1.1.100
RXN1G-1247	EC-1.1.1.100
RXN-9528	EC-2.3.1.86	EC-2.3.1.85	EC-1.1.1.100
THIOREDOXIN-REDUCT-NADPH-RXN	EC-1.8.1.9
RXN1G-184	EC-1.1.1.100
RXN1G-182	EC-1.1.1.100
MBCOA-DHLIPOAMIDE-RXN	EC-2.3.1.168
RXN-10462	EC-2.3.1.15
RXN1G-408	EC-1.1.1.100
RXN1G-469	EC-1.1.1.100
METHYLVALERATE-RXN	EC-1.2.4.4
RXN-9532	EC-2.3.1.86	EC-2.3.1.85	EC-1.1.1.100
3-OXOACYL-ACP-REDUCT-RXN	EC-2.3.1.86	EC-2.3.1.85	EC-1.1.1.100
RXN1G-637	EC-1.1.1.100
GCVT-RXN	EC-2.1.2.10
RXN-7719	EC-1.8.1.4
RXN-11480	EC-1.1.1.100
GCVP-RXN	EC-1.4.4.2
MALONYL-COA-ACP-TRANSACYL-RXN	EC-2.3.1.86	EC-2.3.1.85	EC-2.3.1.39
RXN1G-262	EC-1.1.1.100
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	EC-2.3.1.86	EC-2.3.1.85	EC-4.2.1.59
RXN1G-617	EC-1.1.1.100
RXN-9634	EC-2.3.1.86	EC-4.2.1.59
RXN1G-853	EC-1.1.1.100
RXN-9655	EC-2.3.1.86	EC-2.3.1.85	EC-4.2.1.59
LACTOSEPHOSPHO-RXN	EC-2.7.1.69
RXN0-2141	
RXN1G-951	EC-1.1.1.100
RXN0-2144	EC-4.2.1.59
RXN-10655	EC-1.1.1.100
RXN-9550	EC-3.1.2.14
SUCROSEPHOSPHO-RXN	EC-2.7.1.69
RXN-10656	EC-4.2.1.59
RXN-10660	EC-4.2.1.59
RXN-9556	EC-1.1.1.100
RXN-11474	EC-2.3.1.180
FRUCTOSEPHOSPHO-RXN	EC-2.7.1.69
RXN1G-203	EC-1.1.1.100
RXN-9551	EC-3.1.2.14
RXN-8391	
2.7.1.69-RXN	EC-2.7.1.69
RXN-9789	EC-2.7.7.73
RXN1G-1053	EC-1.1.1.100
THIAZOLSYN2-RXN	EC-2.8.1.10
RXN-9558	
RXN-9557	EC-4.2.1.59
2.3.1.179-RXN	EC-2.3.1.179
HOLO-ACP-SYNTH-RXN	EC-2.7.8.7
RXN-9555	EC-3.1.2.14
BIOTIN-CARBOXYL-RXN	EC-6.3.4.14
RXN-7101	
THIOREDOXIN-RXN	
RXN-9788	
3.1.4.14-RXN	EC-3.1.4.14
RXN0-1132	EC-1.8.1.4
PYRUFLAVREDUCT-RXN	EC-1.2.7.1
RXN-7716	EC-1.8.1.4
PROTEIN-TYROSINE-PHOSPHATASE-RXN	EC-3.1.3.48
PRODISULFREDUCT-A-RXN	EC-1.8.4
1.8.1.4-RXN	EC-1.8.1.4
RXN-5061	EC-1.5.7.1
RXN-8629	EC-1.8.1.4
RXN0-1133	EC-2.3.1.12
RXN-13039	EC-2.7.7.63
RXN-8655	EC-2.7.7.63
RXN0-5468	EC-1.11.1.15
2.3.1.168-RXN	EC-2.3.1.168
RXN-7902	EC-3.1.2.14
1.2.4.4-RXN	EC-1.2.4.4
RXN0-20	
2.7.3.9-RXN	EC-2.7.3.9
ADPREDUCT-RXN	EC-1.17.4.1
UDPREDUCT-RXN	EC-1.17.4.1
PROTEIN-KINASE-RXN	EC-2.7.11.1
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	EC-1.17.4.1
CDPREDUCT-RXN	EC-1.17.4.1
GDPREDUCT-RXN	EC-1.17.4.1
RXN-982	EC-1.20.4.1
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	EC-1.17.4
RXN1G-460	EC-2.3.1.41
RXN0-722	EC-1.17.4
RXN-9527	EC-2.3.1.41
2.1.1.63-RXN	EC-2.1.1.63
RXN-9531	EC-2.3.1.41
RXN-9648	EC-2.3.1.86	EC-2.3.1.85	EC-2.3.1.41
RXN1G-132	EC-2.3.1.41
RXN-9652	EC-2.3.1.86	EC-2.3.1.85	EC-2.3.1.41
RXN3O-1803	EC-2.3.1.86	EC-2.3.1.41
RXN-9516	EC-2.3.1.41
BUTYRYL-COA-DEHYDROGENASE-RXN	EC-1.3.8.1
RXN-10658	EC-2.3.1.41
TDCEACT-RXN	EC-1.97.1.4
RXN1G-218	EC-2.3.1.41
RXN-9632	EC-2.3.1.41
RXN-9537	EC-2.3.1.86	EC-2.3.1.85	EC-4.2.1.59
3.1.2.14-RXN	EC-3.1.2.14
RXN-8668	EC-1.8.4.11
RXN-11479	EC-2.3.1.41
1.3.1.9-RXN	EC-1.3.1.9
RXN1G-840	EC-2.3.1.41
RXN-9661	EC-1.3.1.9
RXN-9658	EC-1.3.1.9
RXN-9635	EC-1.3.1.9
3-OXOACYL-ACP-SYNTH-RXN	EC-2.3.1.86	EC-2.3.1.85	EC-2.3.1.41
RXN-9662	EC-1.3.1.9
RXN-9659	EC-1.3.1.9
RXN-9663	EC-1.3.1.9
RXN-10654	EC-2.3.1.41
RXN-9660	EC-1.3.1.9
3.5.1.28-RXN	EC-3.5.1.28
RXN-9657	EC-1.3.1.9
RXN-9515	EC-2.3.1.86	EC-2.3.1.85	EC-1.3.1.39
RXN-9651	EC-2.3.1.86	EC-2.3.1.85	EC-2.3.1.41
RXN-9530	EC-2.3.1.86	EC-2.3.1.85	EC-1.3.1.39
RXN-9526	EC-2.3.1.86	EC-2.3.1.85	EC-1.3.1.39
RXN1G-1003	EC-2.3.1.41
1.17.4.2-RXN	EC-1.17.4.2
RXN-9521	EC-2.3.1.86	EC-2.3.1.85	EC-1.3.1.39
RXN1G-138	EC-2.3.1.41
RXN-9534	EC-2.3.1.86	EC-2.3.1.85	EC-1.3.1.39
1.3.1.39-RXN	EC-1.3.1.39
RXN1G-306	EC-2.3.1.41
RXN-9542	EC-2.3.1.85	EC-1.3.1.39	EC-2.3.1.86
RXN-9538	EC-2.3.1.86	EC-2.3.1.85	EC-1.3.1.39
RXN0-5055	EC-6.4.1.2
RXN-11478	EC-1.3.1.10
RXN-9654	EC-2.3.1.86	EC-2.3.1.85	EC-2.3.1.41
RXN-10657	EC-1.3.1.10
RXN-9539	EC-2.3.1.41
RXN-11482	EC-1.3.1.10
RXN1G-236	EC-2.3.1.41
1.3.1.10-RXN	EC-1.3.1.10
RXN0-747	EC-1.17.4
RXN-9535	EC-2.3.1.86	EC-2.3.1.85	EC-2.3.1.41
RXN-10661	EC-1.3.1.10
RXN1G-324	EC-2.3.1.41
RXN-9653	EC-2.3.1.86	EC-2.3.1.85	EC-2.3.1.41
2.3.1.128-RXN	EC-2.3.1.128
RXN0-2145	EC-1.3.1.10
RXN3O-5293	EC-2.3.1.86	EC-1.3.1.10
RXN1G-26	EC-2.3.1.41
RXN-9523	EC-2.3.1.41
BIOTINLIG-RXN	EC-6.3.4.15
ENOYL-ACP-REDUCT-NADH-RXN	EC-1.3.1.9
ENOYL-ACP-REDUCT-NADPH-RXN	EC-2.3.1.86	EC-2.3.1.85	EC-1.3.1.10
2.3.1.41-RXN	EC-2.3.1.41
RXN1G-287	EC-1.1.1.100
RXN-9540	EC-2.3.1.86	EC-2.3.1.85	EC-1.1.1.100
3-OXOACYL-ACP-SYNTH-BASE-RXN	EC-2.3.1.86	EC-2.3.1.85	EC-2.3.1.41
3.1.2.21-RXN	EC-3.1.2.21
RXN1G-163	EC-1.1.1.100
4.2.1.61-RXN	EC-2.3.1.86	EC-2.3.1.85	EC-4.2.1.59
RXN-9650	EC-2.3.1.86	EC-2.3.1.85	EC-2.3.1.41
RXN-9533	EC-2.3.1.86	EC-2.3.1.85	EC-4.2.1.59
RXN1G-240	EC-1.1.1.100
4.2.1.59-RXN	EC-2.3.1.86	EC-2.3.1.85	EC-4.2.1.59
4.2.1.58-RXN	EC-2.3.1.86	EC-2.3.1.85	EC-4.2.1.59
RXN-9520	EC-2.3.1.86	EC-2.3.1.85	EC-4.2.1.59
RXN1G-717	EC-1.1.1.100
RXN-9549	EC-3.1.2.14
RXN-9548	EC-3.1.2.14
RXN-11476	EC-1.1.1.100
RXN-9552	EC-1.1.1.100
RXN0-745	
RXN1G-260	EC-1.1.1.100
RXN0-746	
RXN-9514	EC-2.3.1.86	EC-2.3.1.85	EC-1.1.1.100
RXN1G-358	EC-1.1.1.100
RXN0-5204	EC-3.4.11.23
RXN0-724	
RXN1G-409	EC-1.1.1.100
RXN0-5419	
3.4.11.1-RXN	EC-3.4.11.1
RXN0-723	
RXN-13031	EC-3.5.1
RXN-13032	EC-2.3.1.200
RXN1G-481	EC-1.1.1.100
PYROGLUTAMYL-PEPTIDASE-I-RXN	EC-3.4.19.3
RXN-12994	EC-1.1.1.100
2.7.11.2-RXN	EC-2.7.11.2
RXN1G-613	EC-1.1.1.100
RXN1G-881	EC-1.1.1.100
RXN-9518	EC-2.3.1.86	EC-2.3.1.85	EC-1.1.1.100
RXN1G-364	EC-1.1.1.100
TRANS-RXN-1	
TRANS-RXN-143	
TRANS-RXN-141	
TRANS-RXN-139	
TRANS-RXNI07-1	
TRANS-RXN-132	
TRANS-RXNI07-10	
TRANS-RXNI07-3	
RXN-5076	
TRANS-RXNI07-12	
TRANS-RXNI07-5	
TRANS-RXNI07-13	
TRANS-RXNI07-14	
TRANS-RXN-125	
TRANS-RXNI07-15	
TRANS-RXNI07-16	
TRANS-RXNI07-17	
TRANS-RXNI07-18	
TRANS-RXNI07-19	
TRANS-RXNI07-8	
TRANS-RXNI07-9	
TRANS-RXNI07-2	
TRANS-RXNI07-11	
TRANS-RXNI07-4	
TRANS-RXNI07-6	
TRANS-RXNI07-7	
TRANS-RXN-141A	
TRANS-RXN-8	
TRANS-RXNI07-20	
RXN0-5261	
RXN0-5259	
RXN0-5245	
RXN0-5254	
RXN0-6375	
RXN0-5244	
RXN0-6490	
RXN0-5257	
